Dealer,Order Type,Exterior Material,Cabinet Interior,Drawer Box Type,Drawer Glide,Door Style,Finish Options,Number of Cabinets
3,New Mountain Design,Alder Select,None,None,Veneer Slab w/ Applied Molding (Vertical Grain),"Spray or Dye Stain (LCSS, LCTG, or LCDS), Glaze, Standard (LCG)",1
1,The Flooring Place and Design Gallery,"Oak, White, Rustic Plain Sliced","55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,Stain (LCWS),62
1,Distinctive Cabinetry,Paint grade HDF,291 White Melamine,"PRO600 Full Extension, Undermount, Soft Close",One Piece HDF,Paint (LCTS or LCP),8
3,Jackson Hole Cabinets,Hickory Select Calico,None,None,"Veneer, Horizontal Grain",Natural,1
3,Domestic Habitat,Paint grade HDF,None,None,"5 Piece HDF, Paint Only",Paint (LCTS or LCP),1
1,Distinctive Cabinetry,Maverik Old Mill Oak,291 White Melamine,"PRO600 Full Extension, Undermount, Soft Close","Laminate, Horizontal Grain Maverik",,6
3,Aspen Cabinets LLC,"Paint grade maple frame, MDF/HDF panel",None,None,5 Piece Solid Wood,Paint (LCTS or LCP),3
1,New Mountain Design,Walnut Select,Edgewood Rippled Walnut KMDF6027,"Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Glaze, Standard (LCG)",7
2,Inspire,"Paint grade maple frame, MDF/HDF panel",Pre finished Maple Plywood (Currently Special Order),"Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Glaze, Standard (LCG), Paint (LCTS or LCP), 220 Scuff",2
1,Kitchen Traditions,SALT GSDH1 - Rovere Agento / CLEAF LM69 City Oak  Matrix/Matrix,291 White Melamine,"Blum Full Extension, Undermount, Soft Close","Vertical Grain, Melamine, Laminate, Acrylic",,12
1,Aspen Cabinets LLC,G85 White Zebrine (Artika Finish),291 White Melamine,"Blum Full Extension, Undermount, Soft Close","Vertical Grain, Melamine, Laminate, Acrylic",,1
3,Aspen Cabinets LLC,"Steel, Cold Rolled (Must Select Finish Option)",None,None,"Slab, Steel Clad Face, Melamine back, PVC Edge","Patina, Cold Rolled Steel, Antique Light",1
2,Inspire,Alder Select,Prism Linen Melamine,"Blum Full Extension, Undermount, Soft Close","Veneer, Vertical Grain","Stain (LCWS), Grain popper",7
1,Vail Cabinets,Alder Select,"55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Stain (LCWS), Glaze, Standard (LCG), Brushing - Medium",8
1,Distinctive Cabinetry,SALT GSD18 - Canyon Walnut,291 White Melamine,"PRO600 Full Extension, Undermount, Soft Close","Vertical Grain, Melamine, Laminate, Acrylic",,10
1,Kitchen Traditions,"Metallic Grey 85387, Gloss",136 Storm Grey Melamine,"Blum Full Extension, Undermount, Soft Close","Solid Color, Melamine, Laminate, Acrylic",,10
1,Domestic Habitat,"PET White G240, Gloss",291 White Melamine,"PRO600 Full Extension, Undermount, Soft Close","Solid Color, Melamine, Laminate, Acrylic",,39
1,Inspire,Paint grade HDF,136 Storm Grey Melamine,"Blum Full Extension, Undermount, Soft Close","5 Piece HDF, Paint Only",Paint (LCTS or LCP),2
2,Kitchen Traditions,CLEAF LK00 Makassaro Matrix/Matrix,"55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close","Horizontal Grain, Melamine, Laminate, Acrylic",,3
1,Distinctive Cabinetry,Maverik Old Mill Oak,291 White Melamine,"PRO600 Full Extension, Undermount, Soft Close","Laminate, Horizontal Grain Maverik",,14
3,Silver Creek Design Studio,"Oak, White, Select Quarter Sawn",None,None,5 Piece Solid Wood,Grain popper,1
1,Kitchen Traditions,CLEAF LK00 Makassaro Matrix/Matrix,"55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close","Horizontal Grain, Melamine, Laminate, Acrylic",,1
1,Olivier Design,Walnut Select,"55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Glaze, Standard (LCG)",28
2,Inspire,"Paint grade maple frame, MDF/HDF panel",04 Natural Maple Melamine,"Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,Paint (LCTS or LCP),4
1,Aspen Cabinets LLC,Alder Rustic,136 Storm Grey Melamine,"Blum Full Extension, Undermount, Soft Close","Veneer, Vertical Grain","Stain (LCWS), Glaze, Standard (LCG), 220 Scuff",8
1,Kitchen Traditions,Paint grade HDF,291 White Melamine,"Blum Full Extension, Undermount, Soft Close","HDF Slab, Paint only",Paint (LCTS or LCP),1
3,Creative Cabinetry,"Steel, Cold Rolled (Must Select Finish Option)",None,None,"Slab, Steel Clad Face, Melamine back, PVC Edge","Patina, Cold Rolled Steel, Antique Light",1
3,The Flooring Place and Design Gallery,Alder Rustic,None,None,5 Piece Solid Wood,"Glaze, Standard (LCG), Paint (LCTS or LCP), Rub through, Darkened - medium",1
3,Silver Creek Design Studio,Paint grade HDF,Prism Linen Melamine,"Blum Full Extension, Undermount, Soft Close","5 Piece HDF, Paint Only",Paint (LCTS or LCP),1
1,Vail Cabinets,Alder Rustic,"55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Stain (LCWS), Glaze, Standard (LCG), 220 Scuff",14
3,Blush Kitchens,"Maple, Paint Grade",None,None,5 Piece Solid Wood,Paint (LCTS or LCP),1
2,CBNT Co.,Alder Select,"55 Maple Melamine, Hard Rock","PRO600 Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Stain (LCWS), Glaze, Standard (LCG)",1
3,Inspire,Hickory Select Calico,None,None,"Picture Frame, Veneer Panel with Molding","Glaze, Standard (LCG)",2
1,Distinctive Cabinetry,Maverik Old Mill Oak,291 White Melamine,"PRO600 Full Extension, Undermount, Soft Close","Laminate, Horizontal Grain Maverik",,11
1,New Mountain Design,"Oak, White, AA-Blonde European Rift Cut, Veneer Only",108 Folkstone Melamine,"Blum Full Extension, Undermount, Soft Close","Veneer, Vertical Grain","Stain (LCWS), Glaze, Standard (LCG), Streaking - Light",24
1,The Flooring Place and Design Gallery,Hickory Rustic Calico,136 Storm Grey Melamine,"PRO600 Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Stain (LCWS), Glaze, Standard (LCG)",2
3,KM Design,"Oak, White European Select Rift Cut, Veneer Only",None,None,"Veneer, Vertical Grain","Stain (LCWS), Glaze, Standard (LCG)",1
1,Cabinets West,Egger H1180 Natural Halifax Oak (5x9),701 American Black Walnut Melamine,"Blum Full Extension, Undermount, Soft Close","Vertical Grain, Melamine, Laminate, Acrylic",,7
3,Inspire,"Oak, White, Select Plain Sliced",None,None,"Veneer, Vertical Grain","Spray or Dye Stain (LCSS, LCTG, or LCDS), Glaze, Standard (LCG)",1
1,The Flooring Place and Design Gallery,Alder Rustic,"55 Maple Melamine, Hard Rock","PRO600 Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Glaze, Standard (LCG)",11
3,Creative Cabinetry,Egger H1180 Natural Halifax Oak (5x9),None,None,"Vertical Grain, Melamine, Laminate, Acrylic",,1
1,Homestead Woods,Alder Select,"55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close","Veneer, Vertical Grain","Glaze, Standard (LCG)",3
1,Kitchen Traditions,"!Fir, Grey Corral Board, Thin Cut for ply edge door *SPECIAL ORDER*",04 Natural Maple Melamine,"Blum Full Extension, Undermount, Soft Close","Slab, Reclaimed Woods only, Solid Wood Face, Vertical Grain, Eng Core, Ply Edge","One Pass Seal, Scuff",12
2,Vail Cabinets,"!Kitsilano, Spalt, Black *SPECIAL ORDER*",701 American Black Walnut Melamine,"Blum Full Extension, Undermount, Soft Close","Veneer, Horizontal Grain",Natural,1
3,Homestead Woods,Querkus Vivace Scratched (4x8) *SPECIAL ORDER*,None,None,"Veneer, Vertical Grain","Stain (LCWS), Glaze, Standard (LCG)",1
1,Distinctive Cabinetry,Maverik Old Mill Oak,291 White Melamine,"PRO600 Full Extension, Undermount, Soft Close","Laminate, Horizontal Grain Maverik",,8
1,KM Design,CLEAF FA77 Cool Grey Penelope/Penelope,"55 Maple Melamine, Hard Rock","PRO600 Full Extension, Undermount, Soft Close","Solid Color, Melamine, Laminate, Acrylic",,14
3,Aspen Cabinets LLC,"Oak, White, AA-Blonde European Rift Cut, Veneer Only",None,None,"Veneer, Vertical Grain","Stain (LCWS), Glaze, Standard (LCG)",1
1,New Mountain Design,Hardwood $7 *SPECIAL ORDER*,701 American Black Walnut Melamine,"Blum Full Extension, Undermount, Soft Close","Slab, Solid Wood Face, Horizontal Grain, Eng Core, Veneer Edge","Spray or Dye Stain (LCSS, LCTG, or LCDS), Glaze, Standard (LCG)",11
3,Plush Designs,Alder Rustic,None,None,5 Piece Solid Wood,"Stain (LCWS), Glaze, Standard (LCG)",1
3,New Mountain Design,Hickory Rustic Calico,None,None,5 Piece Solid Wood,"Stain (LCWS), Glaze, Standard (LCG), Grain popper",3
3,The Flooring Place and Design Gallery,"Oak, White, Select Plain Sliced","55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Stain (LCWS), Glaze, Standard (LCG)",2
3,CBNT Co.,Hickory Rustic Heart,"55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Stain (LCWS), Glaze, Standard (LCG)",1
2,Inspire,"Oak, White, Select Plain Sliced",06 Black Melamine,"Blum Full Extension, Undermount, Soft Close","Veneer, Horizontal Grain","Glaze, Standard (LCG), Paint (LCTS or LCP)",2
3,The Flooring Place and Design Gallery,"Oak, White, Select Plain Sliced",None,None,5 Piece Solid Wood,"Stain (LCWS), Glaze, Standard (LCG)",2
3,Aspen Cabinets LLC,"Oak, White, AA-Blonde European Rift Cut, Veneer Only",None,None,"Veneer, Vertical Grain","Spray or Dye Stain (LCSS, LCTG, or LCDS)",1
2,JM Kitchen and Bath Design,!3B Maxxi ( GLOSS ) Dark Ebony,06 Black Melamine,"Blum Full Extension, Undermount, Soft Close","Vertical Grain, Melamine, Laminate, Acrylic",,1
1,Distinctive Cabinetry,Maverik Old Mill Oak,291 White Melamine,"PRO600 Full Extension, Undermount, Soft Close","Laminate, Horizontal Grain Maverik",,9
3,Silver Creek Design Studio,Pine Knotty -New,None,None,5 Piece Solid Wood,"Stain (LCWS), 220 Scuff, Briwax, Streaking - Light",1
3,New Mountain Design,"Maple, Select, Hard",None,None,"Veneer, Vertical Grain","Stain (LCWS), Glaze, Standard (LCG), 220 Scuff",1
3,Vail Cabinets,Paint grade HDF,None,None,"HDF Slab, Paint only",Paint (LCTS or LCP),2
1,Aspen Cabinets LLC,"Oak, White, AA-Blonde European Rift Cut, Veneer Only","55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close","Veneer, Vertical Grain","Stain (LCWS), Glaze, Standard (LCG), 220 Scuff",22
3,Jackson Hole Cabinets,"Oak, White, Select Plain Sliced",None,None,5 Piece Solid Wood,Natural,1
3,Inspire,"Oak, White, Select Plain Sliced",None,None,"Veneer, Vertical Grain","Spray or Dye Stain (LCSS, LCTG, or LCDS)",1
1,Distinctive Cabinetry,Maverik Old Mill Oak,291 White Melamine,"PRO600 Full Extension, Undermount, Soft Close","Laminate, Horizontal Grain Maverik",,25
3,KM Design,"Paint grade maple frame, MDF/HDF panel",None,None,5 Piece Solid Wood,"Glaze, Standard (LCG), Paint (LCTS or LCP), 220 Scuff",1
2,Jackson Hole Cabinets,Mahogany Khaya/African Ribbon Mahogany ***SPECIAL ORDER***,"55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close","Veneer, Vertical Grain","Stain (LCWS), Glaze, Standard (LCG)",1
1,Le Gourmet Kitchen Ltd.,CLEAF Special Order,108 Folkstone Melamine,"Blum Full Extension, Undermount, Soft Close","Horizontal Grain, Melamine, Laminate, Acrylic",,9
1,Aspen Cabinets LLC,CLEAF FB83 Rutenio Idea/Idea,514 Silver Frost Melamine,"Blum Full Extension, Undermount, Soft Close","Solid Color, Melamine, Laminate, Acrylic",,28
1,Inspire,Querkus Smoked Robusta (4x8) *SPECIAL ORDER*,275 Charcoal,"Blum Full Extension, Undermount, Soft Close","Veneer, Vertical Grain","One Pass Seal, Scuff",2
1,The Flooring Place and Design Gallery,Custom Quote Material *Special Order* need *quote as a separate item*,06 Black Melamine,"Blum Full Extension, Undermount, Soft Close",Custom Quote Door *Must include Quote*,,9
3,Inspire,Alder Select,None,None,5 Piece Solid Wood,"Stain (LCWS), Glaze, Standard (LCG), Grain popper",2
1,Kitchen Traditions,Cherry Select,"55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Stain (LCWS), Glaze, Standard (LCG)",15
3,Vail Cabinets,"Fir, Grey Corral Board, Reclaimed *SPECIAL ORDER*",None,None,"Slab, Reclaimed Woods only, Solid Wood Face, Horizontal Grain, Eng Core, Ply Edge","Stain (LCWS), One Pass Seal, Scuff",1
2,Olivier Design,"Paint grade maple frame, MDF/HDF panel","55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,Paint (LCTS or LCP),1
1,KM Design,Paint grade HDF,136 Storm Grey Melamine,"Blum Full Extension, Undermount, Soft Close","HDF Slab, Paint only",Paint (LCTS or LCP),11
3,The Flooring Place and Design Gallery,Hickory Rustic Calico,None,None,5 Piece Solid Wood,"Glaze, Standard (LCG)",2
3,Kitchen Traditions,CLEAF LR27  Alboreto Sable/Sable,None,None,"Vertical Grain, Melamine, Laminate, Acrylic",,1
3,Creative Cabinetry,Alder Select,291 White Melamine,"PRO600 Full Extension, Undermount, Soft Close",5 Piece Solid Wood,Stain (LCWS),2
3,Inspire,Paint grade HDF,None,None,"Picture Frame, Veneer Panel with Molding",Paint (LCTS or LCP),2
3,Homestead Woods,Walnut Select,None,None,"Veneer, Horizontal Grain","Glaze, Standard (LCG)",3
1,JM Kitchen and Bath Design,Paint grade HDF,291 White Melamine,"PRO600 Full Extension, Undermount, Soft Close","HDF Slab, Paint only",Paint (LCTS or LCP),3
3,Domestic Habitat,Alder Rustic,371 Medium Sycamore Melamine,"PRO600 Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Stain (LCWS), Glaze, Standard (LCG)",1
1,Vail Cabinets,"Oak, White European Select Rift Cut, Veneer Only",108 Folkstone Melamine,"Blum Full Extension, Undermount, Soft Close","Veneer, Vertical Grain","Stain (LCWS), Glaze, Standard (LCG)",4
1,New Mountain Design,Alder Select,"55 Maple Melamine, Hard Rock","PRO600 Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Stain (LCWS), Glaze, Standard (LCG)",30
1,Aspen Cabinets LLC,"White 1982, Matte",291 White Melamine,"Blum Full Extension, Undermount, Soft Close","Solid Color, Melamine, Laminate, Acrylic",,7
1,Vail Cabinets,"Oak, White, Select Rift Cut","55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Stain (LCWS), Glaze, Standard (LCG)",15
2,Olivier Design,SALT GSDF5 - Rustic Oak,"55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close","Vertical Grain, Melamine, Laminate, Acrylic",,1
2,Inspire,"Paint grade maple frame, MDF/HDF panel","55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Glaze, Standard (LCG), Paint (LCTS or LCP), Rub through - Heavy",8
1,Distinctive Cabinetry,Maverik Old Mill Oak,291 White Melamine,"PRO600 Full Extension, Undermount, Soft Close","Laminate, Horizontal Grain Maverik",,6
3,Inspire,"Oak, White, Select Plain Sliced",None,None,"Veneer, Vertical Grain","Spray or Dye Stain (LCSS, LCTG, or LCDS), Glaze, Standard (LCG)",3
2,Inspire,"Paint grade maple frame, MDF/HDF panel",04 Natural Maple Melamine,"Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,Paint (LCTS or LCP),9
3,Domestic Habitat,Rehau Fenix Matte GRIGIO BROMO 0724 *SPECIAL ORDER*,None,None,"Solid Color, Melamine, Laminate, Acrylic",,1
2,The Flooring Place and Design Gallery,Alder Select,291 White Melamine,"PRO600 Full Extension, Undermount, Soft Close","Veneer, Vertical Grain","Stain (LCWS), Glaze, Standard (LCG)",1
3,Homestead Woods,Paint grade HDF,None,None,"HDF Slab, Paint only",Paint (LCTS or LCP),1
3,Cabinets West,"Oak, White, Select Rift Cut",None,None,5 Piece Solid Wood,"Stain (LCWS), Glaze, Standard (LCG), Grain popper, Post glaze scuff",2
3,Cabinets West,Heitink ROHOL TEXTURE WALNUT PS ROUGH HORIZONTAL *SPECIAL ORDER*,None,None,"Veneer, Vertical Grain",Natural,1
2,Vail Cabinets,"LAB Design Laminate, Group 1, Amethyst WE023, HIGH GLOSS, Solid matching backer (Special Order), (Call for availability)",701 American Black Walnut Melamine,"Blum Full Extension, Undermount, Soft Close","Vertical Grain, Melamine, Laminate, Acrylic",,3
2,New Mountain Design,Alder Rustic,"55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Stain (LCWS), Glaze, Standard (LCG), Rub through - Light",31
3,Vail Cabinets,Alder Select,None,None,"Veneer, Vertical Grain",Stain (LCWS),1
1,Vail Cabinets,Egger H3710 Natural Carini Walnut (5x9),Alexandria Walnut KMDG6031,"Blum Full Extension, Undermount, Soft Close","Vertical Grain, Melamine, Laminate, Acrylic",,4
3,Aspen Cabinets LLC,"Oak, White, Select Plain Sliced",None,None,"Veneer, Horizontal Grain","Stain (LCWS), Powder(Dry) Glaze",1
1,Distinctive Cabinetry,Paint grade HDF,291 White Melamine,"PRO600 Full Extension, Undermount, Soft Close",One Piece HDF,Paint (LCTS or LCP),22
1,KM Design,CLEAF FA77 Cool Grey Penelope/Penelope,291 White Melamine,"PRO600 Full Extension, Undermount, Soft Close","Solid Color, Melamine, Laminate, Acrylic",,19
1,Christophers K&B,"PET White G240, Gloss",291 White Melamine,"Blum Full Extension, Undermount, Soft Close","Solid Color, Melamine, Laminate, Acrylic",,6
3,Blush Kitchens,"Oak, White, Select Rift Cut","55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close","Veneer, Vertical Grain","Stain (LCWS), Grain popper",2
2,JM Kitchen and Bath Design,Alder Rustic,"55 Maple Melamine, Hard Rock","PRO600 Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Glaze, Standard (LCG)",2
3,Creative Cabinetry,Alder Rustic,None,None,5 Piece Solid Wood,Paint (LCTS or LCP),1
1,Distinctive Cabinetry,Paint grade HDF,291 White Melamine,"PRO600 Full Extension, Undermount, Soft Close",One Piece HDF,Paint (LCTS or LCP),14
3,Aspen Cabinets LLC,"Oak, White, AA-Blonde European Rift Cut, Veneer Only",None,None,"Veneer, Vertical Grain","Spray or Dye Stain (LCSS, LCTG, or LCDS), Glaze, Standard (LCG), One Pass Seal, Scuff, Post glaze scuff",1
3,Inspire,Paint grade HDF,None,None,"5 Piece HDF, Paint Only",Paint (LCTS or LCP),1
3,Inspire,"Oak, White, Select Rift Cut",None,None,5 Piece Solid Wood,"Stain (LCWS), Glaze, Standard (LCG), Grain popper",3
1,Space Home Outfitters,Paint grade HDF,"55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close","5 Piece HDF, Paint Only",Paint (LCTS or LCP),10
3,Aspen Cabinets LLC,"Mirlux Light Grey (PET) , Matte",None,None,"Solid Color, Melamine, Laminate, Acrylic",,1
1,Distinctive Cabinetry,Maverik Old Mill Oak,291 White Melamine,"PRO600 Full Extension, Undermount, Soft Close","Laminate, Horizontal Grain Maverik",,6
3,Domestic Habitat,Paint grade HDF,None,None,"5 Piece HDF, Paint Only",Paint (LCTS or LCP),1
1,Inspire,"Oak, White, Select Plain Sliced","55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close","Veneer, Vertical Grain",Briwax,13
3,Aspen Cabinets LLC,"Oak, White, Select Plain Sliced",None,None,"Veneer, Vertical Grain","Stain (LCWS), Glaze, Standard (LCG), One Pass Seal, Scuff, Grain popper, Post glaze scuff",3
3,Creative Cabinetry,"Maple, Paint Grade",Pre finished Maple Plywood (Currently Special Order),"Blum Full Extension, Undermount, Soft Close",Sierra,"Stain (LCWS), Paint (LCTS or LCP), Brushing - Medium, Rub through - Heavy",1
1,The Flooring Place and Design Gallery,SALT GSDH2 - Rovere Grigio / CLEAF LM67 Aspen Oak Matrix/Matrix (close match),291 White Melamine,"PRO600 Full Extension, Undermount, Soft Close","Vertical Grain, Melamine, Laminate, Acrylic",,11
1,KM Design,CLEAF SO12 Java Chestnut Yosemite/Seta,136 Storm Grey Melamine,"Blum Full Extension, Undermount, Soft Close","Vertical Grain, Melamine, Laminate, Acrylic",,12
1,CBNT Co.,"Oak, White, Rustic Plain Sliced","55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Stain (LCWS), Glaze, Standard (LCG)",19
3,The Flooring Place and Design Gallery,"Black 8421, Gloss",None,None,"Solid Color, Melamine, Laminate, Acrylic",,1
3,WA Homestead,"Maple, Paint Grade","55 Maple Melamine, Hard Rock","PRO600 Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Glaze, Applied Hangup (LCG), Paint (LCTS or LCP)",2
3,New Mountain Design,Alder Rustic,None,None,5 Piece Solid Wood,"Paint (LCTS or LCP), Rub through - medium",1
1,Distinctive Cabinetry,Maverik Old Mill Oak,291 White Melamine,"PRO600 Full Extension, Undermount, Soft Close","Laminate, Horizontal Grain Maverik",,23
1,Inspire,"Paint grade maple frame, MDF/HDF panel","55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close","5 Piece HDF, Paint Only","Glaze, Standard (LCG), Paint (LCTS or LCP)",37
2,New Mountain Design,Alder Rustic,"55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Stain (LCWS), Glaze, Standard (LCG), Rub through - Light",1
1,Cabinets West,"Oak, White, Select Plain Sliced","55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close","Veneer, Vertical Grain","Stain (LCWS), Glaze, Standard (LCG), Paint (LCTS or LCP), 220 Scuff, Grain popper",52
1,Jackson Hole Cabinets,"Oak, White, Select Rift Cut","55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close","Veneer, Vertical Grain","Stain (LCWS), Glaze, Standard (LCG), 220 Scuff, Grain popper",12
1,The Flooring Place and Design Gallery,CLEAF LK55 Palissandro Matrix/Matrix,"55 Maple Melamine, Hard Rock","PRO600 Full Extension, Undermount, Soft Close","Vertical Grain, Melamine, Laminate, Acrylic",,4
3,Aspen Cabinets LLC,Egger H1176 White Halifax Oak (5x9),None,None,"Vertical Grain, Melamine, Laminate, Acrylic",,2
3,The Flooring Place and Design Gallery,Alder Rustic,None,None,5 Piece Solid Wood,"Spray or Dye Stain (LCSS, LCTG, or LCDS), Glaze, Standard (LCG)",1
1,Blush Kitchens,Walnut Select,701 American Black Walnut Melamine,"Blum Full Extension, Undermount, Soft Close","Veneer, Vertical Grain","Glaze, Standard (LCG)",31
3,Homestead Cabinet & Furniture,"LAB Design Laminate, Group 3, Teal Oxide PC 223 BC, Solid Black backer, SO71 Edge, (Special Order), (Call for availability)",None,None,"Vertical Grain, Melamine, Laminate, Acrylic",,0
2,Inspire,"Paint grade maple frame, MDF/HDF panel","55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,Paint (LCTS or LCP),1
3,Homestead Woods,Walnut Rustic,None,None,"Veneer, Vertical Grain",Natural,2
1,Cabinets West,CLEAF LK55 Palissandro Matrix/Matrix,"55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close","Vertical Grain, Melamine, Laminate, Acrylic",,9
1,KM Design,Alder Select,108 Folkstone Melamine,"Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Stain (LCWS), Glaze, Standard (LCG)",5
1,Aspen Cabinets LLC,"Oak, White, AA-Blonde European Rift Cut, Veneer Only",136 Storm Grey Melamine,"Blum Full Extension, Undermount, Soft Close","Veneer, Vertical Grain","Stain (LCWS), Glaze, Standard (LCG), Grain popper",22
2,Vail Cabinets,Alder Select,"55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Stain (LCWS), Glaze, Standard (LCG)",1
1,Aspen Cabinets LLC,Alder Select,"55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close","Veneer, Vertical Grain","Stain (LCWS), Glaze, Standard (LCG), 220 Scuff",7
3,Inspire,Paint grade HDF,None,None,"5 Piece HDF, Paint Only",Paint (LCTS or LCP),1
1,New Mountain Design,Querkus Vintage Baltimore (4x8) *SPECIAL ORDER*,Prism WF447 Toasted Boreal,"Blum Full Extension, Undermount, Soft Close","Veneer, Vertical Grain","One Pass Seal, Scuff",13
3,Blush Kitchens,Paint grade HDF,None,None,"Picture Frame, Inverted Square, Veneer Panel with Molding",Paint (LCTS or LCP),2
1,Distinctive Cabinetry,Maverik Old Mill Oak,291 White Melamine,"PRO600 Full Extension, Undermount, Soft Close","Laminate, Horizontal Grain Maverik",,6
2,WA Homestead,"Paint grade maple frame, MDF/HDF panel","55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,Paint (LCTS or LCP),2
2,Homestead Woods,Alder Select,"55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Stain (LCWS), Grain popper",1
3,Kitchen Traditions,"Oak, White, Select Rift Cut",None,None,5 Piece Solid Wood,"Stain (LCWS), Glaze, Standard (LCG), Grain popper",3
1,Jackson Hole Cabinets,"Oak, White, Select Rift Cut","55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close","Veneer, Vertical Grain","Glaze, Standard (LCG)",12
3,CBNT Co.,Alder Rustic,None,None,5 Piece Solid Wood,"Glaze, Standard (LCG)",1
3,Cabinets West,Alder Select,"55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Glaze, Heavy Hangup (LCG), Paint (LCTS or LCP)",2
1,New Mountain Design,"Oak, Reclaimed, Mixes Species, Saw Marked *SPECIAL ORDER*",22 London Grey Melamine,"Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,Natural,5
1,New Mountain Design,"Fir, Grey Corral Board, Reclaimed *SPECIAL ORDER*",22 London Grey Melamine,"Blum Full Extension, Undermount, Soft Close","Slab, Reclaimed Woods only, Solid Wood Face, Vertical Grain, Eng Core, Ply Edge","Stain (LCWS), One Pass Seal, Scuff",25
1,Olivier Design,"Oak, White, Select Plain Sliced","55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,"Stain (LCWS), Grain popper",2
1,Blush Kitchens,"Oak, White, AA-Blonde European Rift Cut, Veneer Only","55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close","Veneer, Vertical Grain",Stain (LCWS),8
2,Inspire,"Starlight 85658, Matte",108 Folkstone Melamine,"Legrabox(Check for Availability), Soft Close","Solid Color, Melamine, Laminate, Acrylic",,2
1,Inspire,"Paint grade maple frame, MDF/HDF panel","55 Maple Melamine, Hard Rock","Blum Full Extension, Undermount, Soft Close",5 Piece Solid Wood,Paint (LCTS or LCP),24
3,JM Kitchen and Bath Design,"CLEAF HM04 Visone Piombo, matching back, Special Order",None,None,"Solid Color, Melamine, Laminate, Acrylic",,1
3,Inspire,"Oak, White, Select Rift Cut",None,None,5 Piece Solid Wood,"Stain (LCWS), Grain popper",2
